name,price,condition,toeStyle,style,features,handmade,character,color,material,brand,occasion,sockLength,pattern,garmentCare,sizeType,theme,availability
Nike Everyday Plus Crew Socks DC7537-902,GBP 21.95,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,Crew Socks,,,,,Cotton,Nike,Casual,Mid Calf,,,Regular,Sports,11 sold
Every day Use Men Women Ladies Girls Cotton Plain Black White Socks Calf Socks,GBP 2.49,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,Calf Socks,Lightweight,,Plain,,Cotton,Black & White,Everyday,Over Ankle,Plain Socks,Machine Washable,,Daily,509 sold
5 Pairs Men's Nordic Thermal Socks Winter Warm Thick Walking Hike Chuncky Sock,GBP 6.69,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,Everyday,,,,,Wool Blend,Unbranded,,,,,,,83 sold
Darn Tough 1403 Men's Hiker Boot Midweight Hiking Cushion Socks,GBP 30.95,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,Crew Socks,,,,,,Darn Tough,,,,,,,44 sold
Compression Socks Stockings Womens Mens Knee High Medical 20-30 mmHG S/M-X/XL,US $6.28,"New: A brand-new, unused, unopened, undamaged item (including handmade items). See the seller's ...",,,,,,,"Spandex, Nylon",Frugality,,,,,,,"14,435 sold"
Gray ANKLE Diabetic Socks Circulatory Health Men’s & Women's Cotton All Size,US $6.49,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,Medical Socks,,No,,,Cotton,Physicians Choice,,Low Cut,Solid/Pack,,Regular,,986 sold
9 pairs Mens socks work socks Heavy Duty Extra Thick Work Sock Reinforced,GBP 11.99,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",Reinforced Toe,Work Socks,"stanzycompany work socks, HEAVY DUTY WORK SOCKS, BEST SOCKS ON EBAY, FOOT PROTECTION FOR STEEL TOE CAP BOOTS, BUILDERS SOCKS, MECHANICS SOCKS, All Seasons, Antibacterial, Arch Support, Breathable, Cushioned, Moisture Wicking",No,Boots,,Cotton,Heavy Duty,Casual,Mid Calf,No Pattern,Machine Washable,Regular,"WORK BOOT SOCKS, THERMAL SOCKS, Outdoor, Sports",64 sold
Nike SB Everyday Cushioned Ankle Socks Black 3 Pack,AU $30.00,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,N/A,,,,,,Nike SB,,,,,,,47 sold
"6-12 Pairs Health Circulatory Cotton Crew Diabetic Socks Size 9-11, 10-13, 13-15",US $14.99/ea,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",Full Toe,Crew Socks,"All Seasons, Antibacterial, Arch Support, Breathable, Cushioned, Lightweight, Moisture Wicking, Non-Slip",Yes,Boots,"White, Black, Grey, Navy, Khaki, Brown","Cotton, 90% Cotton, 7% polyester,3% elasthane",Unbranded,"Business, Casual",Mid Calf,Solid,Machine Washable,Regular,Healthy,6 sold
3 pairs Bombas Men's All-Purpose Performance Calf Socks Size Large blue,US $25.23/ea,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,Calf Socks,,No,,Blue,,Bombas,,Mid Calf,,,Regular,Colorful,25 sold
6 pair socks mens argyle sock designer cotton blend size 6-11,GBP 8.98,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",Full Toe,Dress Socks,"All Seasons, Antibacterial, Breathable, Lightweight",No,ll,,Cotton Blend,Unbranded,Casual,Mid Calf,Argyle/Diamond,Machine Washable,Regular,Designer,17 sold
21st Birthday Gift Socks for Men Present Keepsake 21 Years Old Twenty One,GBP 5.95,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,Everyday Socks,,,,,Cotton Blend,"Design, Invent, Print!",,Ankle Socks,"Novelty, Cartoon",Machine Washable,Regular,Birthday,5 sold
5x PACK Soft Cotton Skater Crew Socks - Non-Binding for Men & Women,US $13.32,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,Crew Socks,,No,,Multicolor,Cotton,Floanes,,Mid Calf,,,,,
Men's Sexy See-Through Fishnet Stockings Lace Trimming Hosiery Thigh-highs Socks,US $8.39/ea,"New without tags: A brand-new, unused, and unworn item (including handmade items) that is not in ...",,Stockings,Breathable,,,,"Nylon, Spandex",Unbranded,,Over the Knee,Solid,,Regular,,3 sold
BIG FOOT Men's Cotton Socks Ribbed Luxury Ankle shoe Sizes 10-13,GBP 5.99,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,Dress Socks,All Seasons,,,,Cotton,RF,Casual,Mid Calf,,,,,22 sold
12 Pairs Mens Gentle Grip Non Elastic Honeycomb Top Socks Argyle UK 6-11,GBP 19.85,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",Full Toe,Non Elastic,"All Seasons, Breathable, Lightweight, Moisture Wicking",No,N/A,,Cotton,Gentle Grip,Casual,Lower Calf,No Pattern,Machine Washable,Regular,Everyday Socks,1 sold
"Men's Non-Elastic Softop Wool Socks (HJ90), Multiple Colour Options",GBP 13.99,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,HJ Hall Wool Socks,,,,,60% Wool 40% Polyamide,HJ Hall,,,,,,,1 sold
6-9-12-24 Pairs KAPPA® Men's Cotton Sneaker Socks Black,EUR 9.99,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,,,,,,Baumwolle,,,,,,,,905 sold
BOMBAS Men's 3 pairs Tri-Block honeycomb Ankle Socks size L 3 Color Mix,US $20.99/ea,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,Athletic Socks,,No,,3 Color,,Bombas,,Low Cut,Solid,,Regular,Colorful,4 sold
"MENS Diabetic Socks Non Elastic 100% Cotton Rich 3, 6, 9, 12 Pairs Size UK 6 -11",GBP 4.49,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,"Casual Socks, Suite Socks, Dress Socks","Diabetic, Loose Top, Wide, Fresher feet for longer, 100% Cotton, Machine Washable at 30, Suiting Socks, Formal Socks, Casual Socks, All Seasons, Antibacterial, Breathable, Lightweight",No,Does Not Apply,,100% Cotton,GAVENO CAVALIA,"Business, Casual, Formal, Workwear",Mid Calf,"Lining, Stripe",Machine Washable,"UK 6-11, EUR 39-45","Classic, Modern","1,760 sold"
"WHOLESALE JOB LOT OF 24,48, 60 Or 120 PAIRS MENS SPORT CASUAL DRESS SOCKS 6-11",GBP 7.91,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,Mix,"All Seasons, Antibacterial, Breathable, Lightweight",,,,"Mix Fibers, Cotton , Polyester , Elestain",Bluemoon,"Business, Casual, Formal, Workwear",Mid Calf,,,Regular,Sports,203 sold
Jeep Mens Luxury Terrain Plain Cotton Boot Socks in 6 Pair Multipack for Walking,GBP 17.99,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",Full Toe,Outdoor Socks,"All Seasons, Breathable, Cushioned, Lightweight",No,N/A,,"80% Cotton 17% Polyester 3% Elastane, Cotton",Jeep,Casual,Mid Calf,No Pattern,Machine Washable,Regular,"Classic, Outdoor",23 sold
Puma 3-12 Pairs Men's Women's Sports Socks Casual Socks Tennis Socks Work Socks,EUR 8.99,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,,,,,,Baumwollmischung,,,,,,,,186 sold
Mens Vibrant Colour Socks Fashion Stripe Design Pattern Office Everyday Wear LoT,GBP 4.99,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",Full Toe,Design Socks,"All Seasons, Breathable, Lightweight",No,Stripe,,85% Cotton / 12% Polyamid / 3% Elastane,moon_outlet,"Business, Casual, Formal, Workwear",Mid Calf,Striped,Machine Washable,Regular,"Designer, Elegant",50 sold
"Tommy Hilfiger Cushion Crew Socks 8 Pairs, Fit Men’s Shoe Size 7-12",US $25.18/ea,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,Crew Socks,"All Seasons, Breathable, Cushioned",,,Multi-colored,"74% polyester, 23% cotton, 3% Spandex",Tommy Hilfiger,Casual,Mid Calf,Striped,Machine Washable,Regular,Sports,36 sold
Quality Mens Women bamboo sports socks Ankle socks low cut Black AU stock,AU $9.80,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,Athletic Socks,,,,,Bamboo,Bamboo,sports ankle socks,Low Cut,,,Regular,Sports,322 sold
Cotton Funky Men Socks / Seamless Toe / UK Size 7-11 /Novelty Socks,GBP 4.99,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,Novelty Socks,"All Seasons, Antibacterial, Breathable, Lightweight, Moisture Wicking",,,,Cotton,Socks Concept,"Business, Casual, Formal, Workwear",Mid Calf,,,Regular,,31 sold
3 Pairs Crew Men Solid Sports Thick Socks Cotton 9-11 10-13 Black Mid Calf,US $6.99/ea,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,Athletic,"All Seasons, Breathable, Cushioned, Moisture Wicking",,,Black,"80% Cotton, 20% Spandex",XPMY,"Business, Casual, Workwear",Mid Calf,Solid,,Regular,Sports,148 sold
5-Pairs Unisex Bombas Mix and Match - Large Ankle Socks-Honeycomb Antimicrobial,US $25.98,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",*,Athletic Socks,"All Seasons, Breathable, Cushioned, Lightweight",No,"Belle, Boy",Multicolor,Cotton,Bombas,"Business, Casual, Formal, Workwear",Low Cut,Solid,,Regular,USA,45 sold
5 Pairs Men's Nordic Thermal Socks Winter Warm Thick Walking Hike Chuncky Sock,GBP 5.89,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,Everyday,,,,,Wool Blend,Unbranded,,,"Fair Isle, Nordic",Machine Washable,,,58 sold
Calvin Klein 6-Pair Men's Cushion Quarter Cut Socks black Size 7-12,US $23.99,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,Athletic Socks,Cushioned,No,,Black,Polyester,Calvin Klein,Casual,QUARTER,,,Regular,,8 sold
"3 pairs Quality AUS Merino wool work socks,Extreme heavy duty Extra Thick,AU sto",AU $19.95,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,Outdoor Socks,"All Seasons, Cushioned, Non-Slip, Thermal",,Boots,,Wool,Aussies Favorite,,Mid Calf,,,Regular,Outdoor,"2,267 sold"
6 | 12 Pairs Thermal Socks Men Women Winter Socks Warm Thick Socks Sport,EUR 7.99,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,,,,,,"Baumwolle, Baumwollmischung",,,,,,,,390 sold
4 pairs Bombas Men's Running Ankle socks - Size Large 9-13 black,US $27.67/ea,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,Athletic Socks,,No,,Black,,Bombas,,Low Cut,Solid,,Regular,Colorful,19 sold
"10-30 Pairs Men's Cotton Sports Socks, Casual Tennis Socks and Work Socks",EUR 9.95,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,,,,,,Baumwolle,,,,,,,,56 sold
3-12 Pairs Mens No Show Invisible Nonslip Loafer Solid Boat Cotton Low Cut Socks,US $6.99/ea,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",Full Toe,Invisible socks,"All Seasons, Breathable, Lightweight, Non-Slip",No,no show socks,Black / Gray / White / Navy,"Cotton 85%, Spandex 15%, Cotton",Cellphone Friend Inc.,"Business, Casual, Formal, Workwear",No-Show,Solid,Machine Washable,Regular,"Outdoor, Sports","1,664 sold"
Lyle & Scott Kennedy Sock Set x 3 Pairs Premium Cotton Size 7-11 BNWT - New,GBP 10.95,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,Dress Socks,,,,,"Cotton, Elastane, Polyamide",Lyle & Scott,Casual,,,,,,4 sold
Invisible Trainer Socks No Show Shoe Liner Mens Womens Ladies Anti Slip Silicone,GBP 2.88,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,No Show Socks,,,,,20% cotton 78%polyester 2% elastane,Unbranded,Casual,No-Show,,,Regular,Plain,319 sold
Men's Puma Low Cut (No Show) Socks 8 Pairs Sock Size 13-15,AU $39.00,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,Crew Socks,,,,,,Puma,,No-Show,,,,,37 sold
Nike Men's Women Socks 3 Pairs Crew Cushioned Socks Cotton Sports Gym Socks,GBP 10.99,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",Full Toe,Crew Socks,Cushioned,No,Blue,,Cotton,Nike,"Business, Casual, Formal",Mid Calf,No Pattern,Machine Washable,Regular,Sports,1 sold
10 Pair Mens Mid Cut Ankle Quarter Athletic Casual Sport Cotton Socks Size 6-12,US $18.99/ea,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",Full Toe,Athletic Socks,"All Seasons, Arch Support, Breathable, Lightweight, Moisture Wicking, Non-Slip, 75% Cotton, cotton",,,,Cotton,B & Q,"Casual, Workwear",Ankle,Solid,,Regular,Sports,22 sold
12 X Bonds Mens Cushioned Quarter Crew White/Blue/Red Socks,AU $34.95,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,Quarter Crew Socks,Socks,,Standard,,Cotton / Polyester / Nylon / Elastane,Bonds,,,,,,,12 sold
9pair Mens Cotton Athletic Sport Casual Long Work Crew Boot Socks Size 9-11 6-12,US $19.99,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",Full Toe,Athletic Socks,"65% Cotton, All Seasons, Arch Support, Breathable, Cushioned, Lightweight, Moisture Wicking, Non-Slip",,Boots,,Cotton,B & Q,Casual,Mid Calf,Solid,,Regular,Sports,8 sold
PUMA Quarter Sports Socks / Ankle Socks 3 Pack Unisex (3 Pair Pack),GBP 8.99,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",Full Toe,Sneaker Socks,"Breathable, Lightweight",No,,,Cotton Blend,PUMA,"Casual, Workwear",Quarter,No Pattern,Machine Washable,Regular,Sports,8 sold
"Mens 3, 6 & 12 Pairs Warm Extra Long Diamond Argyle Patterned Cotton Rich Socks",GBP 5.99,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",Full Toe,Everyday Socks,All Seasons,No,Not Applied,,"Lycra, Cotton, Polyester",Freshfeel,Casual,Full Size,"Argyle, Diamond",Hand Wash Only,Regular,Designer,275 sold
"Men Socks Size 6-11 Rich Cotton Soft + Lycra Casual Suit Big Foot 3,6,9,12 Pairs",GBP 4.49,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,"Casual, Dress","Machine Washable at 30°C, Big Foot, All Seasons, Antibacterial, Breathable, Lightweight",No,Does Not Apply,,"80% Cotton, 18% Polyester, 2% Elastane",Socksation,"Business, Casual, Formal",Mid Calf,Solid,"Do not Iron, Machine Washable at 30°",Regular,"Black, BNG",219 sold
Black ANKLE Diabetic Socks Health Men’s & Women's Cotton ALL SIZE Up to 13-15,US $6.49,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,Crew Socks,All Seasons,,,,"Cotton, Polyester",Unbranded,,,Solid,,,Paris,659 sold
Diabetic BLACK CREW circulatory Socks Health Men’s & Women's Cotton ALL SIZE,US $6.49,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,Medical Diabetic Crew Cotton Socks,,,,,90% Cotton; 7% Polyester; 3% Elasthane,Diabetic SocksRODEX,,Mid Calf,Solid/Pack,,,,183 sold
SOCKSHOP Iomi Footnurse Men's Gentle Grip Diabetic Ankle Socks in a 3 Pair Pack,GBP 10.99,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",Full Toe,Sneaker Socks,"Cushioned, Lightweight",No,N/A,,Cotton|Man-made Fibres,Iomi,Casual,Low Cut,No Pattern,Machine washable,Regular,"Diabetic, Oedema, Health",167 sold
6 Pairs Men Merino wool socks Thermal Socks Insulated Cold Weather Winter socks,US $20.49/ea,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",Full Toe,"Crew Socks, Thermal Socks",Thermal,Yes,Boots,"Black, Multi","Wool, Acrylic, Cotton, Polyester, Wool",Unbranded,Casual,Mid Calf,Solid,Machine Washable,Regular,"Happy, Outdoor, Sports, USA",29 sold
10 Pairs Low Cut Socks Cotton Soft Breathable Sports Ankle Socks,AU $14.16,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,Sports,,,,,cotton,Unbranded,,Low Cut,,,,,6 sold
Mens Socks 6 - 12 Pairs Casual Work Sports Cotton Rich Designer Socks Size 6–11,GBP 5.95,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,Everyday Socks,"All Seasons, Antibacterial, Breathable, Lightweight",,,,"COTTON RICH, Cotton",Bluemoon,"Business, Casual, Formal, Workwear",Mid Calf,Striped,Machine Washable,Regular,"EVERY DAY, Colourful, Sports",39 sold
6 pair NEW Loose Top Bamboo Diabetic Socks Black S M L size Free Post,AU $22.99,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,Unigender,"All Seasons, Breathable, Lightweight, Thermal",No,Boots,,Bamboo,Cotton,"Business, Casual, Formal",Mid Calf,Solid,Machine Washable,,Business,159 sold
6 x Bonds Explorer Original Crew Wool Blend Socks Black,AU $50.95,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,Crew,Socks,,Standard,,Wool/Nylon,Bonds,,,,,,,26 sold
TEXEMP 10 Pairs Sneaker Socks Men & Women Cotton Sport Casual Footwear,EUR 17.99,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,,,,,,"Baumwolle, Baumwollmischung",,,,,,,,596 sold
Storm Bloc Men's Thermal Boot Socks with Cushioning in 3 Colours Pack of 2 Pairs,GBP 8.99,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",Full Toe,Outdoor Socks,Thermal,No,N/A,,"Acrylic, Polyester, Man-made Fibres",Storm Bloc,Casual,Mid Calf,Check,Machine washable,Regular,"Outdoor, Walking, Winter",6 sold
70th Birthday Socks Gift Present Idea Men 70 Funny Accessories Friend Novelty,GBP 5.95,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,Crew Socks,"All Seasons, Breathable",,,,Cotton,"Design, Invent, Print!",Casual,Mid Calf,,,Regular,Novelty,8 sold
3 Pack Ladies Thin Loose Wide Top Non Elastic Binding Thermal Diabetic Socks,GBP 8.99,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,Thermal Socks,,,,,Acrylic,Sock Snob,,Ankle Socks,No Pattern,Machine Washable,Regular,,418 sold
Ventilated Mens Industrial Crew Boot Work Safety Socks Thick Heavy Duty 6-11 LoT,GBP 1.99,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",Reinforced Toe,Work Socks,All Seasons,No,Boots,,Cotton Blend,Dickies,Workwear,Long Socks,Ribbed leg,Machine Washable,Regular,Designer,11 sold
"Dafi soft 6 Pairs Black Bamboo Socks Mens, Size M L XL, Made in Turkey",GBP 19.99,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",Reinforced Toe,Dress Socks,"Antibacterial, Breathable",No,,,Bamboo,Dafi Soft,"Business, Casual, Formal",Mid Calf,No Pattern,Machine Washable,Regular,Classic,50 sold
⭐2 PAIR | NEWZILL Compression Foot Sleeves/Plantar Fasciitis Socks 20-30 mmHg⭐,US $15.99/ea,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",Open Toe,Compression socks,"All Seasons, Antibacterial, Arch Support, Breathable, Lightweight, Moisture Wicking",,,,20% Spandex and 80% Nylon,NEWZILL,"Business, Casual, Formal, Workwear",Low Cut,,Hand Wash Only,Regular,"Sport, Casual",326 sold
3 Pairs Calvin Klein® Men's COTTON Cushion Sole Black/White CREW SOCKS NEW！！！！,US $19.99/ea,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",Full Toe,Crew Socks,"All Seasons, Arch Support, Breathable, Cushioned, Moisture Wicking",No,,,"Cotton, Nylon, Polyester, Spandex",Calvin Klein,,Mid Calf,Solid,,Regular,Logo,2 sold
UNDER ARMOUR Unisex UA Playmaker Crew Socks Men (4-8) Women (6-9) Youth (4Y-8Y),US $10.99,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,Crew Socks,,,,,,Under armour,,Crew,Solid,,,Colorful,34 sold
Mens 100% Cotton Socks 12 pairs Big Foot Cotton Socks UK 10-13 Standard UK 6-11,GBP 10.99,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,Dress Socks,"All Seasons, Antibacterial, Breathable, Lightweight",No,N/A,,Cotton,Unbranded,Casual,Mid Calf,Ribbed,Machine Washable,Regular,Designer,684 sold
"Puma Low Cut Men’s Socks 12 Pairs, Size 6-12",US $26.88,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",Full Toe,Athletic Socks,Cushioned,,,"White/Grey, Black/Grey","64% Polyester, 22% Cotton, 12% Repreve Polyester, 2% Spandex",PUMA,Casual,Low Cut,,Machine Washable,Regular,Sports,33 sold
3-12 Pairs Men Invisible No Show Nonslip Loafer Low Cut Solid Cotton Socks 9-13,US $6.99/ea,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",Full Toe,Invisible,"All Seasons, Breathable, Lightweight, Non-Slip",No,no show socks,Random Mixed,"Cotton 85%, Spandex 15%",OK,Casual,Invisible Low,Solid,Machine Washable,Regular,Low Cut,"2,436 sold"
5 Pairs Mens Thick Wool Blend Work Hiking Sports Boot Socks Winter Warm UK 6-8,GBP 6.69,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,Athletic Socks,,,,,"Wool Blended, Nylon, Polyurethane",Unbranded,,,,,Regular,Outdoor,13 sold
Mens Fleece Wellie Wellington Socks Boot Liners Welly Dry Warmers Warm UK 6-11,GBP 6.99,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,Wellington Boot Socks,All Seasons,Yes,Boots,,Fleece,Unbranded,Casual,Long Socks,No Pattern,,Regular,wellington socks,678 sold
"Bombas Socks Unisex Ankle Size Large (Men's 9-13, Women's 10.5-13) 8 Pairs",US $25.99/ea,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,Athletic Socks,"All Seasons, Antibacterial, Breathable, Cushioned, Lightweight, Moisture Wicking, Non-Slip",,,Black,"Cotton, Cotton Blend, Polyester",Bombas,"Business, Casual, Formal, Workwear",Low Cut,Solid,,Regular,"Classic, Sports",61 sold
NEW Highlander Military Norwegian Army Socks Outdoor Hiking Camping Essentails,GBP 13.00,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,Combat Cock,,,,,"33% Wool, 32% Nylon, 33% Acrylic & 2% Spandex, Nylon",Highlander,Casual,Long Socks,No Pattern,Machine Washable,Regular,Army,137 sold
STANCE Quick Dip Crew Socks sz L Large (9-13) Blue Tie Dye,US $15.99,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",Full Toe,Crew Socks,"Breathable, Lightweight",No,Quick Dip,Blue,Polyester,Stance,Casual,Mid Calf,Quick Dip,Machine Washable,Regular,Quick Dip,1 sold
New TruFit Men's 2 Pack Copper Compression Crew Socks Size 6-12,US $10.99/ea,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,Compression,"Arch Support, Cushion, Compression, CoolDry, No-Show, Blister tab, Copper Core",No,None,"White/Gray, White Gray and Black Gray","98% Polyester, 2% Spandex",TruFit,"Casual, Workwear",Mid Calf,Solid/Lines/Dots,,Regular,"Athletic, Compression socks",41 sold
3 Pairs Winter Merino Lambs Wool Heavy Duty Thermal Boots Socks For Mens 10-13,US $12.99/ea,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",Full Toe,Crew Socks,"Breathable, Cushioned, Lightweight, Moisture Wicking, Thermal",No,Boots,"Black, Blue, Grey, White, Brown",Wool,Unbranded,Casual,,Solid,Machine Washable,Regular,,"9,597 sold"
DICKIES Men’s Women Work Socks Heavy Duty Reinforced Heels Crew Boot Socks,GBP 10.95,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",Reinforced Toe,Work Socks,"All Seasons, Antibacterial, Arch Support, Breathable, Lightweight, Non-Slip, Slip Resistant",No,Boots,,"Acrylic, Cotton Blend, Elastane",Dickies,"Business, Casual, Formal, Workwear",Long Socks,Ribbed leg,Machine Washable,Regular,"Work, Designer, Sports",31 sold
3 pairs Bombas Men's All-Purpose grey Calf Socks Size Large 10-13,US $25.99/ea,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,Crew Socks,,No,,Gray,,Bombas,,Mid Calf,,,Regular,Colorful,13 sold
Nike Tan/Brown Crew Socks 2-Pair DRI-FIT Men's Size 8-12,US $16.99,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,Crew Socks,Cushioned,,,Brown,"Cotton, Nylon, Polyester, Spandex",Nike,,Crew,Solid,,Regular,Logo,2 sold
12x mens socks diabetic loose top socks 6-11 soft top extra wide non elastic,GBP 14.99,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",Full Toe,Crew Socks,"All Seasons, Breathable",No,WW,,Cotton Blend,Unbranded,Casual,Mid Calf,No Pattern,Machine Washable,Regular,NON ELASTIC,5 sold
Jeep Mens Luxury Terrain Plain Cotton Boot Socks in 6 Pair Multipack for Walking,GBP 17.99,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",Full Toe,Outdoor Socks,"All Seasons, Breathable, Cushioned, Lightweight",No,N/A,,"80% Cotton 17% Polyester 3% Elastane, Cotton",Jeep,Casual,Mid Calf,No Pattern,Machine Washable,Regular,"Classic, Outdoor",23 sold
4 Pairs Men Soft Sport Running Five Finger Toe Socks Elastic Short Solid Socks,AU $10.34,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",Full Toe,Five Finger Toe Socks,Array,No,,,Cotton Blend,Unbranded,Casual,As show,Solid,Hand Wash Only,Regular,Sports,31 sold
Thin Socks for Men | Men's Liner Socks | Secret | Sheec - 1 Pair,US $10.50,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,No-Show Socks,,,,,"Cotton, Nylon",Sheec,,Mid Cut,,,,,6 sold
New 6 Pairs Mens Black Dress Socks Fashion Casual Cotton Size 10-13 (#347-2L),US $8.99/ea,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,Dress Socks,"All Seasons, Breathable, Lightweight",,,Black,"80% Cotton 20% Polyester, Cotton",Unbranded,Casual,,Solid,,,Classic,2 sold
3 Pairs Diabetic CREW circulatory Socks Health Men’s & Women's Cotton ALL SIZE,US $6.49,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,Crew Socks,,,,White/Black/Gray,Cotton,Unbranded,,Mid Calf,Solid/pack,,,,"4,355 sold"
12 Pairs Men Ankle Crew Socks Kush Herb Pot Leaf 420 Low Cut Sports Casual 10-13,US $13.40,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,Ankle,,,,Multicolor,,ATB,,,,,,,2 sold
STANCE FRONTLINE 2 SOCKS.CAMO USA ARCH SUPPORT CUSHIONED CREW SIZE UK 6 - 13 S21,GBP 8.99,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,Everyday Socks,"Arch Support, Cushioned",,,,Cotton Blend,Stance,Casual,Mid Calf,,Machine Washable,,,17 sold
"Men Socks Size 6-11 Rich Cotton Soft + Lycra Casual Suit Big Foot 3,6,9,12 Pairs",GBP 4.49,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,"Casual, Dress","Machine Washable at 30°C, Big Foot, All Seasons, Antibacterial, Breathable, Lightweight",No,Does Not Apply,,"80% Cotton, 18% Polyester, 2% Elastane",Socksation,"Business, Casual, Formal",Mid Calf,Solid,"Do not Iron, Machine Washable at 30°",Regular,"Black, BNG",219 sold
