,name,price,condition,toeStyle,style,features,handmade,character,color,material,brand,occasion,sockLength,pattern,garmentCare,sizeType,theme,availability
2809,10x Pairs DICKIES Mens Industrial Crew Boot Work Socks Heavy Duty Sport 6-11 lot,3.7465,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",Reinforced Toe,Work Socks,"All Seasons, Antibacterial, Arch Support, Breathable, Cushioned, Moisture Wicking",No,Boots,,Cotton Blend,Dickies,Workwear,Mid Calf,Ribbed leg,Machine Washable,Regular,Designer,79.0
2810,"Mens Womens Diabetic EXTRA-WIDE Cotton Rich ""BIG FOOT Socks Pack of 6 OR 12",16.4846,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,Diabetic,"All Seasons, Antibacterial",No,BIG FOOT,,80% Cotton 18% Polyester 2% Elastane,Unbranded,Casual,Lower Calf,No Pattern,Machine Washable,Big & Tall,American,2.0
2813,"BNWT - 6 PRS BIG FOOT ""RUFF & TUFF"" WORK SOCKS - SIZE 11-13 FREE POST TO UK ONLY",10.1473,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,Work/Everyday Socks,,,free,,COTTON MIX,RUFF & TUFF,ANY,,,Machine Washable,Big & Tall,,499.0
2814,Bonds Men's Business Work Crew Socks 6 Pack - Sizes 6-10 - 11-14,22.433400000000002,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,Crew Socks,,,,,Cotton,Bonds,,Mid Calf,,,Regular,Classic,11.0
2816,Disney Parks Adult Blue Crew DCA Disneyland Attraction Ride Graphic Socks O/S,12.99,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,Crew Socks,"All Seasons, Cushioned, Attraction Ride Graphic",No,"Disneyland Resort, DCA",Blue,Polyester Blend,Disney Parks,"Casual, Workwear",Mid Calf,,,Regular,Disneyland Resort,2.0
2818,WUDU MASAH SHARIAH COMPLIANT WATERPROOF SOCKS (M) BAMBO FIBER HIGH PERFORM FLEXI,18.9103,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",Reinforced Toe,wudhu socks,"All Seasons, Breathable, Antibacterial, Arch Support, Thermal, Slip Resistant, Moisture Wicking, Lightweight, Non-Slip",,"Body Forming, Flexible, Breathable, Arch Sports, waterproof, Toe and Heal Re inforcement, thermal, windproof, Anti Bacterial, Durable",,"Nylon, Polyester, Spandax, Bamboo, Coolmax",Pasha,Casual,Mid Calf,,Hand Wash Cool 40°c,,"High Performance, Epic",23.0
2819,BNWT HARDY AMIES SOCKS - LUXURY SAVILE ROW ‘GEOMETRIC' SOCKS SIZE 6-11 RP £28,5.7023,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,Dress Socks,,,,,Cotton Blend,Hardy Amies,Casual,Mid Calf,Geometric,Machine Washable,Regular,,4.0
2820,Mens Bamboo Socks Scuba Diver & Whale UK 7-11 Novelty Ankle Ocean Sea Socks GIFT,11.417300000000001,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",Full Toe,Crew Socks,All Seasons,No,Scuba Diving,,Bamboo,Bamboo Socks,Casual,Low Cut,Sea,Machine Washable,Regular,"Scuba Diving, Sea, Whale",2.0
2821,3PK MARIJUANA WEED LEAF CREW SOCKS CANNABIS SIZE 10-13 set 38,11.99,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,Crew Socks,,No,,Multicolor,Cotton,Weedo USA,,Mid Calf,Weed Leaf,,Regular,,1.0
2822,3 pk Mens Office Plain Soft Black Stretch Cotton Lycra Rich Calf Socks Size 6-11,6.3373,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",Full Toe,Dress Socks,"All Seasons, Breathable, Lightweight",Yes,Kevin,,Cotton,Fresh Feel,"Business, Casual, Formal",Mid Calf,No Pattern,Machine Washable,Regular,"Classic, Designer, Sports",7.0
2825,New Stance Space Jam Socks White Mens Size Large,19.7934,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,Crew Socks,Cushioned,,Space Jam,,Cotton,Stance,,Mid Calf,,,Regular,Space,1.0
2826,Est 1964 Printed Design Mens NAVY BLUE Socks 60th Birthday 2024,7.2263,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,Novelty Socks,All Seasons,,,,Cotton Blend,Unbranded,Casual,Ankle Socks,Plain,,Regular,Novelty,1.0
2827,T16 Rally Car Socks By Heel Tread,12.7,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,Novelty Socks,,,Subaru,,"Cotton, Elastane, Polyamide",Heel Tread,Casual,Mid Calf,,,,"Cars, Subaru",
2831,Dickies Mens Industrial Reinforced Calf-Length Work Boot Socks Black,16.4973,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,Socks,,,,,,Dickies_clothing,,,,,,,60.0
2833,New Leather Socks Khuff Slipper Kuffain Winter House Home Shoes Free Ship,24.31,New without tags,,Outdoor Socks,"Antibacterial, Breathable, Non-Slip",Yes,Happy,Black,Leather,Unbranded,,No-Show,,,Regular,Indian,27.0
2834,Man's Socks Smartwool Nordic Targeted Cushion Crew Socks,49.0,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,Socks,,,,,,Smartwool,,,,,,,1.0
2836,"Sam and Colby, XPLR, Hell Week, Merchandise, Fan, Merch, Gift, Socks",3.7973000000000003,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,Socks,,,,,,Stuckonuk,,,,,,"Novelty, Socks, Stremer, Game",22.0
2837,Raw Bare Back Ankle Socks. Gay Interest. Rude. CumSize 7-11 New Cum Dump,16.4973,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,Sneaker Socks,,,,,,Dirty Dicks,Casual,,,,Regular,Sports,1.0
2838,,,,,,,,,,,,,,,,,,
2839,DARN TOUGH MEN'S 2003 GRAVEL Cushion Boot Paul Bunyan MERINO WOOL Sock L XL XXL,29.95,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,Over-the-Calf,"All Seasons, Breathable, Cushioned, Moisture Wicking, Slip Resistant",,Boots,GRAVEL,,Darn Tough,,Over the Calf,Solid,,,,192.0
2840,New Men's Boy's Crazy Socks Nickelodeon Real Monsters Crew 2Prs Shoe Sz 6-12 NWT,8.99,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,Casual / Crew,All Seasons,No,Boy,"Black, Pink, Yellow, Gray, White","97% Polyester, 3% Spandex",Hyp,,Mid Calf,Cartoon,,Regular,Cartoon,1.0
2841,NIKE Lebron 9 BIG BANG Custom Premium Socks (ALL SZ) Dope GRAPE 5 SPACE JAM,22.0,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,Custom Socks,,,,Custom,,Purple Reign Apparel,,,,,,,3.0
2842,BRAND NEW Coopers Beer Forever Original Socks,6.6000000000000005,"New without tags: A brand-new, unused, and unworn item (including handmade items) that is not in ...",,Crew Socks,,,,,Cotton,Coopers,,,,,,Beer,2.0
2843,HANES MEN'S MID CREW SOCKS BLACK 6 PACK SHOE SIZE 6-12,19.99,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,Crew Socks,All Seasons,No,,White,"Polyester, Fiber, Rubber, Cotton",Hanes,"Casual, Workwear, Business",Mid Calf,Solid,Machine Washable,Regular,"Classic, Sports",1.0
2844,DAD's Do Not Disturb Newcastle Sole Socks printed Xmas novelty mens Grandpa GIFT,11.417300000000001,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",Full Toe,Novelty Socks,All Seasons,,,,Cotton Blend,Unbranded,Casual,Mid Calf,No Pattern,,Regular,Novelty,36.0
2845,1x 3x 6x Ladies Men Cotton Low Cut Sports Trainer Liner Ankle Sock Invisible lot,1.8923,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",Full Toe,Ankle Socks,"Breathable, Lightweight, Moisture Wicking, Seamed",No,Trainer,,Cotton,Unbranded,Everyday,Low Cut,No Pattern,Machine Washable,,Sports,121.0
2847,Falke No.9 socks size 45-46 men's knee stockings stockings blue FIL D'ECOSSE,0.0,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,,,,,,Baumwolle,,,,,,,,1.0
2848,IOMI - 3 Pairs Extra Wide Loose Cotton Trainer Diabetic Socks for Swollen Ankles,15.2273,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,Diabetic,,,,,Cotton Blend,IOMI,,Trainer Socks,No Pattern,Machine Washable,Regular,,1540.0
2849,Evolution of Man - Cyclist Bike Ride Design Mens Black Socks UK Size 5-12,5.016500000000001,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,Novelty Socks,All Seasons,Yes,,,Cotton Blend,GTR-Prestige Giftware,Casual,Mid Calf,,,Regular,Sports,17.0
2850,Women-Cute-Ultrathin-Transparent-Beautiful-Crystal-Silk-Lace-Elastic-Short-Sock,0.0,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,,,,,,baumwolle & kristall-seide,,,,,,,,10.0
2851,Puma Mens No Show Socks Black Gray 10 Pairs Cool Max Coolmax Shoe Size 6-12,21.89,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,No-show,,,Max,Gray,See Description,PUMA,,No-Show,,Machine Washable,Regular,Colorful,7.0
2852,Women's Solid Color High Socks Double Needles Knitting Cotton Tabi Socks *J,0.0,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,,,,,,Baumwolle,,,,,,,,16.0
2853,AGSU Socks For The Army Green Service Uniform - 1 Pair USA Made Medium or Small,11.95,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,Dress,,,,,"Cotton 76%, Spandex 1%, Nylon 23%",USGI,Formal,,,,Regular,,1.0
2854,20 PAIRS MEN'S MIX SOCKS COTTON RICH FORMAL SOCKS UK size 6-11 GMDKK,16.4973,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,Formal socks,,,,,"Lycra, Cotton",Mix,"Casual, Formal",,,,Regular,,2.0
2855,Anti Skid Socks Non Slip Non Binding With Grips Hospital 10-13 6 Pack Grey,32.67,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,Does Not Apply,,,,6 Pack Grey,,Does Not Apply,,,,,,,1.0
2856,SILKY 15 Denier Glossy Knee Highs 2 Pairs - ONE SIZE - Multi Color,6.3373,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",Reinforced Toe,Knee Highs,"Reinforced Toe, Breathable",No,"Wonder Girl, Wonder Woman",,87% Nylon 13% Elastane,Silky,"Activewear, Business, Casual, Clubwear, Everyday, Formal, Glamour, Party/Cocktail, Travel, Wedding, Workwear",Knee High,Knitted,Hand Wash Only,,Plain,44.0
2857,Ladies Over The Knee Stripey Striped Socks Cosplay Fancy Dress Up Party Punk Emo,3.7973000000000003,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",Full Toe,Everyday,"Breathable, Lightweight",,,,Cotton Blend,City Chick/Bare Essentials/Party Essentials,"Casual, Clubwear, Everyday",Over the Knee,Striped,Machine Washable,,"Christmas, College, Colourful, Festival, Festive, Halloween, School, Sports, University",1969.0
2858,4 PAIRS Men's Dress Socks Polka Dot Novelty Wedding Socks Cotton Size 10-13,14.95,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,Dress Socks,"All Seasons, Breathable, Moisture Wicking",No,,,Cotton,Royal Classic,"Business, Formal",Mid Calf,Polka Dot,,Regular,,6.0
2859,Heat Holders - Mens 2.7 Tog Original Thermal Heat Holders Wool Socks 6-11 UK,19.037300000000002,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,Wool,Thermal,,,,"70% Wool, 27% Polyamide, 3% Elastane",Heat Holders,Casual,Regular,Plain,Machine Washable,Regular,,509.0
2860,NEW LADIES FANCY DRESS PARTY RED WHITE STRIPED OVER KNEE THIGH SOCKS HEN,3.7973000000000003,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,OVER KNEE SOCKS,,,,,Cotton Blend,Unbranded,party,,Striped,,,,141.0
2861,10 Pack Mens Ex Store Cotton Rich Socks Stripe Design Next RRP £24-50% Off,13.9573,"New without tags: A brand-new, unused, and unworn item (including handmade items) that is not in ...",,Dress Socks,Purista,,,,Cotton,Next (Store name cut/blacked out to prevent store returns),Everyday Wear,Mid Calf,Argyle/Diamond,,Regular,,2354.0
2862,Womens Ladies Sock Trainers Sneakers Slip On Jogging Pumps Plimsole Shoes Sizes,15.176499999999999,"New with box: A brand-new, unused, and unworn item (including handmade items) in the original ...",,Trainers,"Comfort, Cushioned",No,Boots,,,Shoe mania,Casual,,,,,Classic,8080.0
2863,Clan Alba Adult Pipe Band Socks popcorn design 4 Pipers Charcoal Black White,12.6873,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,,,,,,,,,,,,,,285.0
2864,6 PAIRS MENS PLAIN BOXER UNDERWEAR CLASSIC COTTON RICH BOXERS SHORTS S-7XL,5.0673,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,Loose Boxers,All Seasons,,plain boxer,,Cotton Blend,Sock Stock,,,No Pattern,Machine Washable,s-7xl,plain boxer,4556.0
2865,Baby Girls Toddler Cotton Knee High Socks Tights Leg Warmer Stockings For 0-3Y,1.69,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,Leg Warmers,,,,,,Unbranded,,,,,,,72.0
2867,Womens Ladies Sock Trainers Sneakers Slip On Jogging Pumps Plimsole Shoes Sizes,12.6873,"New with box: A brand-new, unused, and unworn item (including handmade items) in the original ...",,Trainers,"Comfort, Cushioned",No,Boots,,,Unbranded,Casual,,,,,Classic,1727.0
2869,New 12x Men's Ultimate Work Boot Socks Size 6-11 Cushion Sole Reinforced LoT,6.2865,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",Reinforced Toe,Crew Socks,"All Seasons, Arch Support, Breathable, Cushioned",No,Boots,,Cotton Blend,Heavy Duty,"Business, Casual, Formal, Workwear",Mid Calf,,Machine Washable,Regular,Work,3.0
2870,6 PAIR GIRLS TURN OVER TOP WHITE ANKLE SOCKS ALL SIZES* FREE P/P *BUY BRITISH*,8.064499999999999,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,Ankle Socks,,,School,,65% cotton 35% nylon,Big Ben,"Casual, Christening, Everyday, Formal, School",Ankle Length,Ribbed,,,School,1259.0
2871,Black Nike Everyday Unisex Socks. Pack of 6 Pairs Size 8-11,21.577299999999997,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,Athletic Socks,,,,,"75% Cotton/ 18% Polyester/6% Nylon/1% Elastane, Cotton",Nike,Casual,,No Pattern,Machine Washable,Regular,USA,4.0
2872,3 pairs Bombas All-Purpose Performance 3 Colors Ankle socks - Size Large 9-13,20.69,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,Athletic Socks,,No,,3 Colors,,Bombas,,Low Cut,Solid,,Regular,Colorful,248.0
2873,mens bamboo socks Size 8-11,15.2146,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,Crew Socks,,,,,,BAM,Casual,,,,,,1.0
2874,Nike socks Men's Unisex Brand new 3 pack,8.8773,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,Crew Socks,,,,,,Nike,,,,,,,84.0
2875,Cambridge City Pack Of 3 Socks Dad Grandad Boyfriend Birthday Christmas Gift,15.2273,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,Athletic Socks,,,football,,,Unbranded,,,,,,football,1.0
2878,NBA Logoman Men's Black Crew Socks 6-Pairs Shoe Size 6-12 New Size LG,38.5,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,Not Available,,,,Not Available,,Kruk Cards,,,,,,,16.0
2879,2024 Under Armour Performance Tech Crew Socks 3 Pairs UA Logo Gym Workout Sports,18.9865,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",Reinforced Toe,Crew Socks,"Arch Support, Breathable, Cushioned, Lightweight",No,Does Not Apply,,"Elastane, Polyester",Under Armour,Casual,Mid Calf,No Pattern,Machine Washable,Regular,"Logo, Sports",4.0
2880,"Mens 12 Pairs 100% COTTON Everyday Socks Big Foot Standard UK 6-11,UK 10-13",8.864600000000001,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",Full Toe,Everyday Socks,All Seasons,,,,Cotton,iStyle Mode,Casual,In Description,,,Big & Tall,Novelty,5209.0
2881,More Mile Mens London 3 Pack Running Socks Black Cushioned Padded Sports Ankle,12.573,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",Full Toe,Athletic Socks,"All Seasons, Breathable, Cushioned, Lightweight",,,,Synthetic,More Mile,"Activewear, Casual",Low Cut,,,Regular,Sports,51.0
2882,Under Armour Unisex Performance Tech (3 Pack) Crew Socks Gym - Grey,15.2273,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,Athletic Socks,,,,,,Under Armour,Activewear,,,,,Sports,36.0
2883,Under Armour Unisex Performance Tech (3 Pack) No Show Socks Gym - Black,9.49,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,Athletic Socks,,,,Black,,Under Armour,Activewear,,,,,Sports,7.0
2884,Atano Mens Union Jack Knitted Slipper Socks 7-11,11.417300000000001,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",Full Toe,Slipper Socks,Non-Slip,No,,,Polyester,Atano,Casual,Mid Calf,,Machine Washable,Regular,Flag,225.0
2885,Alfani Mens Striped Midweight Socks,7.5,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,Outdoor Socks,,No,,,,Alfani,Casual,Mid Calf,Ikat,,Regular,Modern,1.0
2886,More Mile Double Layer (2 Pack) Mens Walking Socks,10.033000000000001,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",Reinforced Toe,Athletic Socks,{ADD},No,,,Acrylic,More Mile,Casual,Mid Calf,{ADD},Machine Washable,Regular,{ADD},41.0
2887,More Mile Bamboo Comfort 5 Pack Cushioned Running Ankle Socks,16.383,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",Full Toe,Athletic Socks,"All Seasons, Breathable, Cushioned, Lightweight",,,,Synthetic,More Mile,"Activewear, Casual",Low Cut,,,Regular,Sports,1013.0
2889,1 Pair of Biagio Solid BEIGE Color Mens COTTON Dress SOCKS,8.99,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",Reinforced Toe,Dress,,,,Beige,Cotton Blend,Biagio,,,Solid,,Regular,,2.0
2892,Lyle & Scott Kennedy Sock Set x 3 Pairs Premium Cotton Size 7-11 BNWT - New,13.9065,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,Dress Socks,,,,,"Cotton, Elastane, Polyamide",Lyle & Scott,Casual,,,,,,4.0
2893,6 Pairs Mens Cotton Scottish Wire Baroque Leccese 005 Short Sanitary Socks,0.0,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,,,,,,,,,,,,,,185.0
2895,"Ultimate 6 Pairs Mens Black Thermal Socks, Thick Warm Work Boot Socks Size 6-11",10.782300000000001,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",Full Toe,Outdoor Socks,"All Seasons, Arch Support, Thermal",Yes,"Spencer, Boots",,60% acrylic 40% mixed fibres,RZK,Casual,Low Cut,No Pattern,Machine Washable,Regular,"Novelty, Sports, Space, Outdoor",29.0
2896,Nike NBA ELITE Crew Basketball Socks DRI-FIT Size Large. **Many Colors**,13.95,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,Crew Socks,,,,,,Nike,,Mid Calf,,,,,1313.0
2897,Ex Next Mens 5 Pack Cotton Rich Socks Size 6 - 8 1/2 RRP £14,12.6873,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,Everyday,,,,,"75% Cotton, 23% Nylon, 2% Lycra",Ex Next,Casual,Mid Calf,,,Regular,,3.0
2904,Black Men's Quarter Trainer Work Socks Winter Thick Heavy Duty 6-11 UK LoT,7.556500000000001,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",Reinforced Toe,Work Socks,"All Seasons, Antibacterial, Arch Support, Breathable, Cushioned, Moisture Wicking",No,Boots,,Cotton Blend,Tech Dri,Workwear,Quarter,Ribbed leg,Machine Washable,Regular 6-11,Designer,4.0
2905,MEN WOMEN toe socks Anti-Bacteria Blister Cotton Five Separated Fingers Sports ^,3.9534000000000002,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",Full Toe,Toe,Breathable,,,,Cotton Blend,Unbranded,,Low Cut,Geometric,,Regular,Novelty,1.0
2906,9x Pairs DICKIES Men's Industrial Crew Boot Work Socks Heavy Duty Sport 6-11 lot,3.7465,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",Reinforced Toe,Work Socks,All Seasons,No,Boots,,Cotton Blend,Dickies,Workwear,Long Socks,Ribbed leg,Machine Washable,Regular,Designer,203.0
2909,Men socks Non Elastic Cotton 12 pairs Soft Grip Diabetic 6-11 Big Foot 10-13.,13.9065,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,Non-Elastic Socks,"All Seasons, Breathable, Lightweight",No,Boy,,"mix, Cotton",Unbranded,Casual,Mid Calf,"Argyle, Diamond",,,Designer,1486.0
2912,NEW 4 PAIR PACK DOCKERS MENS SOFT DRESS CREW SOCKS COTTON BLEND SHOE SIZE 6-12,14.99,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,Crew Socks,,No,China,Multicolor,"Cotton, Cotton Blend, Polyester",DOCKERS,"Business, Casual, Formal",Mid Calf,,Machine Washable,Regular,,44.0
2914,Pringle Mens Argyle Socks New Waverley Cotton Diamond Many Colours - 3 Pair Pack,13.9573,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",Reinforced Toe,Dress Socks,"All Seasons, Breathable, Lightweight",No,,,"Cotton, Cotton Blend",Pringle,"Business, Casual, Formal",Mid Calf,Argyle/Diamond,Machine washable,Regular,Classic,1041.0
2915,"SOCK SHOP, GENTLE GRIP SOCKS MADE FOR COMFORT, 3 PAIRS, COTTON BLEND, UK 12-14",6.35,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,non binding,,,,,Cotton Blend,Gentle Grip,Casual,,,,,,11.0
2916,Nike Men's Women's 3 Pairs Socks Lightweight Crew Quarter Cotton Sports Socks,11.417300000000001,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",Full Toe,Crew Socks,"All Seasons, Antibacterial, Arch Support, Breathable, Cushioned, Lightweight, Moisture Wicking, Non-Slip",No,Mens/Womens,White/Black,Cotton,Nike,"Business, Casual, Formal, Workwear",No-Show,No Pattern,Machine Washable,Regular,Sports,3334.0
2918,10 Pairs Mens Cushioned Sport Ankle Low Cut Trainer Cotton Socks For Running,8.8773,"New without tags: A brand-new, unused, and unworn item (including handmade items) that is not in ...",,Athletic Socks,Breathable,,,,Cotton,Unbranded,,,,,,,145.0
2919,"Pringle Mens Plain Bamboo Socks ""Rupert"" Soft & Breathable Many Colours- 3 Pairs",13.9573,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",Reinforced Toe,"Basics,Black Socks,Everyday,Fashion,New,Plain,Seamless Toes","All Seasons, Antibacterial, Breathable, Lightweight, Moisture Wicking",No,,,Bamboo,Pringle,Casual,Mid Calf,No Pattern,Machine washable,Regular,"Classic, Colourful, Designer",511.0
2921,More Mile Mens Endurance Running Socks Anti-Blister Coolmax Cushioned Sock,3.683,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",Full Toe,Athletic Socks,"All Seasons, Breathable, Cushioned, Lightweight",,,,Synthetic,More Mile,"Activewear, Casual",Low Cut,,,Regular,Sports,690.0
2922,More Mile Performance (2 Pack) Mens Running Briefs - Black,20.2565,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,Athletic Socks,"All Seasons, Breathable, Cushioned, Lightweight",,,,,More Mile,,Low Cut,,,,Sports,52.0
2923,ISLAND GREEN 2023 MENS COMFORT FIT GOLF CREW SOCKS X 3 PAIR PACK / MULTIBUY DEAL,11.366499999999998,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,Golf Socks,,,,,Cotton Blend,Island Green,Casual,Standard,,,6-12 UK,,194.0
2925,1-15 Pairs DICKIES Mens Industrial Crew Boot Work Socks Big Foot Duty 11-14 LoT,3.7465,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",Reinforced Toe,Crew Socks,"All Seasons, Antibacterial, Arch Support, Breathable, Cushioned, Lightweight, Moisture Wicking, Slip Resistant",No,Boots,,Cotton Blend,Dickies,"Business, Casual, Formal, Workwear",Mid Calf,,Machine Washable,Regular,Designer,313.0
2926,More Mile Bamboo Comfort Running Socks Red Cushioned Padded Sports Trainer Sock,3.683,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",Full Toe,Athletic Socks,"All Seasons, Breathable, Cushioned, Lightweight",,,,Synthetic,More Mile,"Activewear, Casual",Low Cut,,,Regular,Sports,139.0
2927,More Mile California Long Compression Socks - White,3.683,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",Full Toe,Athletic Socks,"All Seasons, Breathable, Cushioned, Lightweight",,,,Synthetic,More Mile,"Activewear, Casual",Low Cut,,,Regular,Sports,170.0
2928,adidas Unisex 3 Stripes Classic Cushioned (3 Pack) Crew Socks Gym - White,15.862300000000001,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,Athletic Socks,,,,,,adidas,Activewear,,,,,Sports,81.0
2930,adidas Unisex Cushioned (6 Pack) Crew Training Socks Gym,24.066499999999998,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,Athletic Socks,,,,,,adidas,Activewear,,,,,Sports,57.0
2932,More Mile Mens RG 5 Pack Trainer Socks,4.432300000000001,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,Athletic Socks,,,,,,More Mile,Casual,,,,,Sports,6.0
2933,Stuburt Mens Crew Socks 3 Pair Pack Elasticated One Size Golf Running Sport,10.0965,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",Reinforced Toe,Crew Socks,"All Seasons, Breathable, Lightweight",No,Does Not Apply,,Polyester,Stuburt,Casual,Mid Calf,No Pattern,Machine Washable,Regular,Does Not Apply,3.0
2937,Callaway Mens Tour OptiDri Low Golf Socks Trainer Ankle Moisture Wicking Sports,24.96,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",Reinforced Toe,Athletic Socks,"Breathable, Stretch, Arch Support, Moisture Wicking, Cushioned",No,Does not apply,,"Polyester, Spandex",Callaway,Casual,Low Cut,No Pattern,Machine Washable,Regular,"Logo, Golf, Sports",1.0
2938,2XU Unisex Vectr Cushion Compression Socks Running - White,18.923000000000002,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,Compression,,,,,,2XU,Activewear,,,,,Sports,2.0
2939,adidas Unisex Cushioned Linear (3 Pack) Ankle Training Socks Gym,10.0965,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,Athletic Socks,,,,,,adidas,Activewear,,,,,Sports,60.0
2940,Bonds Very Comfy Circulation Crew Cushion Business Mens Socks Black Bulk SZFP2N,7.9134,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",Full Toe,Crew Socks,"All Seasons, Arch Support, Breathable, Cushioned, Lightweight",,,,"Cotton, Elastane, Nylon",Bonds,"Business, Casual, Formal, Workwear",Mid Calf,Solid,Machine Washable,Regular,Sports,89.0
